% Model,yuinrods.mph
% Version,COMSOL 5.4.0.388
% Date,"Aug 13 2026, 13:14"
% Table,Table 6 - Global Evaluation 2 (freq*a/c_const)
% U,lambda (THz),freq*a/c_const (1)
8,0.9671456614468746+2.677090517665712E-16i,0.967815202456035+2.678943828866147E-16i
8,1.034468673839623,1.0351848216004382
8,1.049323213555183+5.045638457977425E-16i,1.0500496448998557+5.049131480796717E-16i
8,1.0710620136128763,1.0718034944156698
8,1.1149689479398017+5.978589088025703E-16i,1.1157408248807263+5.982727979126516E-16i
8,1.1310471177400945,1.1318301253663572
8,1.1671101359952032+2.491795235616468E-16i,1.1679181095294964+2.49352026956242E-16i
8,1.1858027483595024-4.09450334848051E-16i,1.1866236625200581-4.0973379141651154E-16i
8,1.1884987787921428-3.4532784460037473E-16i,1.1893215593757291-3.455669100925562E-16i
8,1.310184593462579+4.883885739812234E-16i,1.3110916153827117+4.887266783554876E-16i
8,1.3180231132400393+3.803352198802729E-15i,1.3189355616544955+3.805985204740603E-15i
8,1.324489616734439,1.3254065418161112
8,1.3410329281961841+4.477534336660851E-16i,1.3419613059740656+4.480634069180805E-16i
8,1.3562495605693232+8.775368483390798E-16i,1.3571884726025927+8.781443544577894E-16i
8,1.3655373292001094,1.3664826710218065
8,1.4054034443966505+2.3816747811716788E-15i,1.4063763849556055+2.383323580313363E-15i
8,1.4514527182459636+2.1823873274156484E-16i,1.4524575380538394+2.1838981627239415E-16i
8,1.4571195110634654+3.31647895546331E-16i,1.4581282539103755+3.318774906068494E-16i
8,1.4775250436150025-6.194627516711702E-16i,1.4785479129181451-6.198915968104542E-16i
9,5.600738598293816E-10-5.321042044495371E-7i,5.604615908943729E-10-5.32472572525027E-7i
9,3.1003806117996187E-9-1.8866483891070041E-6i,3.1025269606344985E-9-1.8879544886085869E-6i
9,1.6427541716527824E-8-1.6300681171086541E-6i,1.6438914267010502E-8-1.6311965897841106E-6i
9,1.370351536832877E-7+1.3161813301847856E-6i,1.371300211461167E-7+1.3170925035593645E-6i
9,1.5267226003870024E-7-1.3033110136778524E-6i,1.527779528449981E-7-1.3042132771177176E-6i
9,4.0420186993241364E-7-1.29269567313725E-7i,4.0448169306422006E-7-1.2935905877297787E-7i
9,1.005160179857029E-6-2.8740305213018415E-7i,1.0058560377696648E-6-2.8760201712297655E-7i
9,1.010184265285751E-6+2.961710345055767E-7i,1.0108836013003545E-6+2.963760694462601E-7i
9,1.5272492996708547E-6-2.6377128010109768E-8i,1.5283065923601601E-6-2.6395388515854292E-8i
9,1.6536853918981594E-6-9.937061126352453E-9i,1.6548302144727328E-6-9.943940410621456E-9i
9,1.911303456364092E-6-1.3689697767570621E-9i,1.912626624213567E-6-1.3699174948127568E-9i
9,0.09027912098561373-2.6946174949610398E-14i,0.09034161992055223-2.6964829398353708E-14i
9,0.11598706814250324-8.959986307223507E-16i,0.1160673643189215-8.966189176670521E-16i
9,0.5558575930900241+1.3661728675836076E-16i,0.5562424052942894+1.3671186493793725E-16i
9,0.6214878001857067+6.648550817809553E-16i,0.6219180472369055+6.653153513764732E-16i
9,0.6285902164203446-8.109386159651808E-17i,0.6290253803719884-8.115000170870016E-17i
9,0.6497163696721425-4.524499084594164E-16i,0.6501661589553489-4.527631330132558E-16i
9,0.7881265397476052+2.397787157170787E-16i,0.788672148397681+2.399447110678268E-16i
9,0.8271780971008621-2.534256389051206E-16i,0.8277507405815345-2.5360108182420044E-16i
9,0.8889263975474486+2.976043203349038E-16i,0.8895417884870025+2.9781034751871956E-16i
9,0.9517364702593701-5.213670652194293E-16i,0.9523953437074492-5.217280001281047E-16i
9,0.9661351533556986+2.632571198311002E-16i,0.9668039948046644+2.6343936894279727E-16i
9,1.028582876224785+2.5072817892423812E-15i,1.0292949493326997+2.5090175443063155E-15i
9,1.0464169648210417,1.0471413842115818
9,1.070490571688509+3.2762115724473617E-16i,1.0712316568902898+3.278479646523357E-16i
9,1.1146646446110708-1.6541947490570727E-15i,1.1154363108871845-1.65533992425227E-15i
9,1.13300586181825,1.1337902254548209
9,1.1740057968969397-7.149614922097551E-16i,1.1748185441979395-7.154564497514028E-16i
9,1.1875271754487837,1.188349283405372
9,1.1904711371482486+4.146282318930955E-16i,1.191295283167112+4.1491527304508983E-16i
9,1.3101017283815632,1.3110086929353937
9,1.3177086769160804-7.807204731604581E-15i,1.318620907650799-7.81260954697324E-15i
9,1.324499432793584+2.357146455224334E-16i,1.3254163646707722+2.3587782737593086E-16i
9,1.3411394737020335+3.564905856549889E-16i,1.3420679252398338+3.5673737895199704E-16i
9,1.3514297915713598+1.7277912913706407E-15i,1.3523653669479836+1.7289874163918833E-15i
9,1.3611968012455968+1.827026795499681E-16i,1.362139138182319+1.828291619830891E-16i
9,1.4004404978937028+2.415180056563849E-15i,1.4014100026762877+2.4168520509250256E-15i
9,1.4564420596998253,1.4574503335569156
9,1.4634328648443427-1.669459002216949E-16i,1.464445978335128-1.6706147446347186E-16i
9,1.484391324094641-5.712131001287413E-16i,1.4854189468248473-5.71608542729325E-16i
10,2.157956859327599E-9-1.891875503359926E-6i,2.159450781774769E-9-1.8931852215174063E-6i
10,9.515921541028086E-9+6.261156223564921E-7i,9.522509276428915E-9+6.265490731823134E-7i
10,1.4316595801525963E-8-1.6239199289679455E-6i,1.4326506974561011E-8-1.62504414534132E-6i
10,1.2112362579804324E-7+1.3281551654315831E-6i,1.2120747793933152E-7+1.3290746281198136E-6i
10,1.2673682870048014E-7-1.2814172032972232E-6i,1.2682456678127655E-7-1.282304309967554E-6i
10,4.94181942199248E-7-1.4210500737862795E-7i,4.945240572388728E-7-1.4220338462813624E-7i
10,9.526171893663413E-7+2.36194763139549E-7i,9.532766725235709E-7+2.3635827737155646E-7i
10,9.681781205009697E-7-2.1254772148516507E-7i,9.688483762666602E-7-2.126948652108837E-7i
10,1.4943307867284226E-6-1.4996817813050356E-8i,1.495365290405427E-6-1.5007199893985013E-8i
10,1.6627777863359215E-6-1.4225484617735681E-8i,1.6639289034441834E-6-1.4235332715810697E-8i
10,1.910453560331925E-6-1.5793282885763026E-10i,1.91177613981062E-6-1.5804216347994008E-10i
10,0.10011145587476301-5.341316171912695E-16i,0.10018076159350514-5.345013888153946E-16i
10,0.12882173115875603-9.496393577941722E-17i,0.12891091258749016-9.502967794415016E-17i
10,0.5512810114508552,0.5516626553535797
10,0.6198689238903914+8.444022956796683E-16i,0.6202980502168517+8.44986863224893E-16i
10,0.6288592613887459,0.6292946115963457
10,0.6534979751862634,0.6539503824204911
10,0.7818807284299024-4.086608528201894E-16i,0.7824220131947773-4.08943762841615E-16i
10,0.8281250881833369-1.5702116651982267E-16i,0.8286983872522939-1.5712987001142904E-16i
10,0.8884946070984676,0.8891096991157138
10,0.9545062709717527,0.9551670619129644
10,0.9650497259246447,0.965717815947836
10,1.0227265717706349-2.122950443506727E-16i,1.023434590643339-2.1244201315165111E-16i
10,1.0440469191265171+1.0999778532456554E-15i,1.0447696977685645+1.100739352067678E-15i
10,1.0698518911690227,1.0705925342214806
10,1.1145184804168848+4.491514055445822E-16i,1.1152900455056325+4.494623465923704E-16i
10,1.135151728668119-2.0336356095673646E-16i,1.1359375778573977-2.035043466204241E-16i
10,1.180811039512638-2.0397443800891084E-16i,1.1816284979850675-2.041156465739817E-16i
10,1.1864663549961965,1.187287728562067
10,1.1945593812322688,1.195386357483618
10,1.3100444326002194,1.3109513574890062
10,1.3179146284975676+5.607915727880067E-16i,1.3188270018095996+5.611798007153403E-16i
10,1.3245099440777008,1.3254268832316998
10,1.341303932671427,1.3422324980618028
10,1.346939012140273+1.9791594541336703E-15i,1.3478714786149886+1.9805295977128985E-15i
10,1.3569972805512578+2.3536913283641646E-16i,1.3579367102202995+2.3553207549645874E-16i
10,1.3953104872320898-1.843441612791792E-16i,1.396276440582194-1.8447178008645486E-16i
10,1.4617214972930708+3.8930151311377797E-16i,1.4627334260287537+3.8957102094320657E-16i
10,1.4697136939468998+1.6010726476031417E-15i,1.470731155565194+1.602181047132755E-15i
10,1.4913519422738153-5.346951032423704E-16i,1.4923843837397157-5.350652649597712E-16i
11,2.8862775651657987E-9-1.8935670936350864E-6i,2.888275693545765E-9-1.8948779828561458E-6i
11,1.1013428723043222E-8-1.6173125196396712E-6i,1.1021053161093754E-8-1.6184321617987511E-6i
11,2.2066209809616982E-8+7.089239159239374E-7i,2.2081485928792425E-8+7.09414693738497E-7i
11,8.455172574635158E-8+1.3329963188756575E-6i,8.461025968807218E-8+1.3339191330246782E-6i
11,8.916632133625027E-8-1.2394691263787194E-6i,8.9228049896022E-8-1.2403271929996843E-6i
11,5.694012993073315E-7-2.1200907690815976E-7i,5.697954876243064E-7-2.121558477379972E-7i
11,8.63264177542871E-7+2.1977758453442506E-7i,8.638618028971938E-7+2.199297333901826E-7i
11,1.029064086808738E-6-7.553060124638425E-8i,1.0297764930518077E-6-7.558288999356773E-8i
11,1.476072781145776E-6-1.620551651044766E-9i,1.4770946450685321E-6-1.6216735356078563E-9i
11,1.6659401813231612E-6-1.2473781903451613E-8i,1.6670934877119169E-6-1.2482417322971758E-8i
11,1.909660516490206E-6-5.809668546970944E-10i,1.9109825469560736E-6-5.813690496814576E-10i
11,0.10987761052506684-6.755366766435542E-15i,0.1099536772119866-6.760043409533213E-15i
11,0.14163892984972296-7.483980408298792E-16i,0.1417369844404721-7.489161460124648E-16i
11,0.5465505071352437,0.546928876177976
11,0.6179698399916166+1.098736387100059E-15i,0.6183976516096511+1.099497026472953E-15i
11,0.6291489606014892+1.076927469134687E-15i,0.6295845113636805+1.0776730105078433E-15i
11,0.6573815479132344+1.0343828904981392E-15i,0.657836643688916+1.0350989788723829E-15i
11,0.7755365984868922,0.7760734913019982
11,0.829152606269815-1.1064602336508503E-16i,0.8297266166747413-1.1072262201314453E-16i
11,0.8878525549146958+6.333439513128351E-16i,0.8884672024484642+6.337824062066649E-16i
11,0.9569111810148773,0.9575736368406678
11,0.9639010740469451+3.9042691986721423E-16i,0.9645683688749886+3.906972067995261E-16i
11,1.0170033646830703+2.5917699326853704E-15i,1.0177074214619537+2.593564177673913E-15i
11,1.0423092203287851,1.0430307959869876
11,1.0691466788274928,1.0698868336716056
11,1.11450620732841-4.858758605529947E-16i,1.1152777639206752-4.862122254119494E-16i
11,1.1374729319651677,1.138260388090051
11,1.1853251489760193+2.0855259590373577E-16i,1.186145732501402+2.0869697386156633E-16i
11,1.1873949933176828-5.708722420831847E-16i,1.188217009766486-5.712674487126537E-16i
11,1.197950263987583-2.6738190969566E-16i,1.1987795876982166-2.6756701433996045E-16i
11,1.3100430846776037+7.7714421779278905E-16i,1.3109500086332428+7.776822235395817E-16i
11,1.3187350261586641+5.945090216706505E-15i,1.3196479674201784+5.949205917021272E-15i
11,1.32452097895411+1.5542897418299417E-15i,1.3254379257473947+1.5553657542278212E-15i
11,1.3415495678318898+2.095663346453649E-15i,1.3424783032719487+2.0971141439992285E-15i
11,1.3428452572752798+2.5059058535132047E-16i,1.3437748897024753+2.507640656036655E-16i
11,1.352962904460479+3.718114014856334E-16i,1.3538995411890704+3.7206880116273647E-16i
11,1.3900569702116308,1.3910192866275815
11,1.467242008350844-5.624669502643E-15i,1.468257758856806-5.628563380313256E-15i
11,1.475937035451566-3.6514497322314524E-16i,1.4769588053995333-3.653977578279957E-16i
11,1.4983570993094757-3.818012946657157E-16i,1.4993943903446787-3.8206561020195743E-16i
12,1.8023228179378941E-9-1.8945532901092395E-6i,1.803570540061312E-9-1.8958648620599116E-6i
12,1.0352058500652236E-8-1.6001174301664613E-6i,1.0359225081625204E-8-1.6012251684128035E-6i
12,3.456415411547449E-8+1.3904534830612786E-6i,3.4588082381453186E-8+1.3914160739773633E-6i
12,8.122469040694249E-8-1.1061365896146418E-6i,8.128092109002538E-8-1.106902352041133E-6i
12,8.973261287103135E-8+8.223837741353763E-7i,8.979473346627486E-8+8.229530985753247E-7i
12,5.872442294186322E-7-2.8473677257586783E-7i,5.876507701390861E-7-2.84933891741734E-7i
12,7.487582195194123E-7+2.821469489739943E-7i,7.492765740485163E-7+2.823422752422887E-7i
12,1.171772431303592E-6-3.44478336601708E-8i,1.1725836324777644E-6-3.447168139917395E-8i
12,1.4367271920281229E-6+1.5877827092186704E-8i,1.4377218175663274E-6+1.5888819083153892E-8i
12,1.6713271681918573E-6-6.868580649239174E-9i,1.6724842039140195E-6-6.873335668677002E-9i
12,1.9104454789000424E-6-2.514864902670257E-10i,1.9117680527840787E-6-2.5166059074143784E-10i
12,0.11956907577946783-2.8622007178572614E-15i,0.11965185172817239-2.864182178182676E-15i
12,0.15443648921517544-1.4162175544692716E-15i,0.1545434033719175-1.4171979814808463E-15i
12,0.5416853177447236,0.5420603186869266
12,0.6157558973835322+9.060334698205474E-16i,0.6161821763209921+9.066607037397993E-16i
12,0.6294571217066426+1.0406537705740398E-16i,0.6298928858043279+1.0413742001882248E-16i
12,0.661357120495695-7.491474087689071E-17i,0.661814968503005-7.496660327281219E-17i
12,0.7691739878211385-8.059153394741156E-16i,0.7697064758925375-8.064732630539846E-16i
12,0.8302547638110562-6.109536107441805E-16i,0.8308295372237712-6.113765651277796E-16i
12,0.8869508554879925,0.8875648787882373
12,0.9588593123128467-4.811641242450453E-16i,0.9595231168018709-4.814972272368292E-16i
12,0.962700955023576,0.963367419026508
12,1.0115053651144894-1.868656197591635E-15i,1.0122056157074732-1.869949841358219E-15i
12,1.0412835512988599+2.1244376334395744E-16i,1.042004416901168+2.125908351009525E-16i
12,1.0683760949174317,1.0691157162974043
12,1.1146096466167157+7.704434527232174E-16i,1.1153812748185103+7.709768196268808E-16i
12,1.1399574340322334,1.140746610142107
12,1.1841133880886674,1.184933132729444
12,1.1936133017326953-5.050149089017636E-16i,1.1944396230268362-5.053645234481819E-16i
12,1.2005583566822873+2.8360198976005055E-16i,1.2013894859379224+2.8379832333212056E-16i
12,1.3101442614507683+9.911151746184113E-16i,1.3110512554496299+9.918013093762465E-16i
12,1.3202182859931153-1.5218616974159026E-15i,1.3211322540940458-1.522915260345778E-15i
12,1.324532331440329,1.3254492860927765
12,1.339219861974311-1.389262034258416E-15i,1.3401469845925653-1.3902238003516579E-15i
12,1.3419157160764938,1.342844704995708
12,1.349110084859642,1.3500440543367258
12,1.3847152342969677+8.067969517608312E-16i,1.3856738527060954+8.073554856681863E-16i
12,1.472958578984212,1.4739782869896731
12,1.4820766567068777-5.866267227012878E-16i,1.4831026770261955-5.870328359307369E-16i
12,1.50535937580453-6.380866310926393E-16i,1.506401514414879-6.385283692753598E-16i
13,1.16854163919754E-9-1.585770459323164E-6i,1.1693506037408785E-9-1.5868682653682675E-6i
13,1.2032312910562782E-9-1.8961595255003534E-6i,1.2040642707458752E-9-1.897472209424648E-6i
13,8.418401948771203E-9+1.42689320939953E-6i,8.424229887168679E-9+1.4278810270132247E-6i
13,7.9732588660165E-8-1.0229335206501442E-6i,7.978778638270312E-8-1.0236416827905763E-6i
13,9.140649379732529E-8+8.179887127737731E-7i,9.146977319622092E-8+8.185549945760541E-7i
13,5.191680302159634E-7-2.0125851378325025E-7i,5.19527442764384E-7-2.0139784215310403E-7i
13,6.265340200103572E-7+1.7316311536964303E-7i,6.269677604868472E-7+1.7328299369990457E-7i
13,1.2368057620892592E-6-2.4134929087591076E-8i,1.237661984901494E-6-2.4151637351321636E-8i
13,1.4006388534718867E-6+1.9386864347099335E-8i,1.401608495573181E-6+1.9400285594008506E-8i
13,1.6745842063548824E-6-6.697676920327394E-10i,1.6757434968776453E-6-6.702313625575658E-10i
13,1.911456705996876E-6+5.427223486429383E-10i,1.912779979938864E-6+5.430980675066932E-10i
13,0.12917667571258254-4.4454880803180675E-14i,0.1292661028643181-4.448565627676398E-14i
13,0.1672120880865727-1.3473816988614788E-15i,0.16732784660637395-1.3483144718018342E-15i
13,0.5367015187338247,0.5370730694637669
13,0.6131896158903666+7.135610483916232E-16i,0.6136141182281175+7.140550364261897E-16i
13,0.6297813956922289+8.595560860462288E-16i,0.6302173842801231+8.601511443422257E-16i
13,0.6654187513872479-3.874727328339946E-16i,0.6658794112031142-3.8774097462518007E-16i
13,0.7628681222091965-1.5770006666550654E-16i,0.7633962448206717-1.5780924014990384E-16i
13,0.8314250522227096-3.224607849957663E-16i,0.8320006358092333-3.2268401995199586E-16i
13,0.8857383797294812+1.4401066571138079E-16i,0.8863515636502248+1.441103622207008E-16i
13,0.9602854814059061-7.358365487426638E-16i,0.9609502732112488-7.363459577852325E-16i
13,0.9614610310021189-1.5453010586020847E-15i,0.9621266366235125-1.5463708482640528E-15i
13,1.006314754911193-3.5355046873173636E-15i,1.0070114121195066-3.5379522662815257E-15i
13,1.0410243436847524+7.352347503113899E-16i,1.0417450298413635+7.357437427375741E-16i
13,1.0675418653991697+1.4281696834878527E-16i,1.0682809092540642+1.4291583847861703E-16i
13,1.1148156167989176-2.33904799882722E-16i,1.1155873875909024-2.34066728806155E-16i
13,1.1425930356477891-5.936692133967459E-16i,1.1433840363466938-5.940802020410525E-16i
13,1.1828418200890387,1.1836606844416067
13,1.1993051193818278-1.4545587017174265E-15i,1.2001353810393334-1.455565671752916E-15i
13,1.202339039792889-1.0939514803951458E-15i,1.2031714017897899-1.0947088072460572E-15i
13,1.310412372942983+6.782053681086752E-16i,1.3113195525515686+6.786748799150997E-16i
13,1.3223428879877244-2.877144403368809E-14i,1.3232583269200098-2.87913620899243E-14i
13,1.324543749123319-3.5673535308735817E-16i,1.325460711680064-3.5698231583333374E-16i
13,1.3361370759909243+2.1884129832745532E-16i,1.3370620644408515+2.1899279900575948E-16i
13,1.3424715657907378+1.6244860488863075E-15i,1.3434009395167015+1.6256106571763464E-15i
13,1.3454496607065736,1.3463810961247464
13,1.379314352268147+2.71594760761245E-15i,1.3802692317244487+2.7178278190164974E-15i
13,1.4788285846302842+3.320668511974614E-15i,1.4798523563560937+3.322967362949418E-15i
13,1.4881032806515275,1.4891334731157855
13,1.5123108939547076-4.497854292452476E-16i,1.5133578450009315-4.500968092185103E-16i
14,2.7385277488963535E-9-1.8976850131722342E-6i,2.7404235922069328E-9-1.8989987531696683E-6i
14,4.478300935134326E-9+1.5788987700948137E-6i,4.481401198359359E-9+1.5799918189684548E-6i
14,6.003716278208715E-9+1.445287811167985E-6i,6.0078725645013205E-9+1.4462883630994995E-6i
14,9.725104051085448E-8+9.010544400337028E-7i,9.731836600524601E-8+9.016782270423587E-7i
14,1.2663606115168606E-7-9.187366365088168E-7i,1.2672372947256004E-7-9.193726646473711E-7i
14,5.335959571850068E-7-2.1328783547001631E-7i,5.33965357979426E-7-2.1343549156598491E-7i
14,5.902574130191262E-7+2.024074244041956E-7i,5.906660397231802E-7+2.0254754814832158E-7i
14,1.3150753705082123E-6-3.34863138343388E-8i,1.3159857782428393E-6-3.350949592701775E-8i
14,1.3567598814827352E-6+3.9580070625451375E-8i,1.3576991468038218E-6+3.960747133817293E-8i
14,1.6785580319967166E-6+4.2452639162682736E-10i,1.6797200735417265E-6+4.2482028513221703E-10i
14,1.910154150308113E-6+1.1091789634357452E-10i,1.911476522509562E-6+1.1099468320538055E-10i
14,0.13869043864354233+1.7799031214773284E-15i,0.13878645203630402+1.7811353227678546E-15i
14,0.17996323243735823-3.3731275105075597E-16i,0.18008781839070637-3.3754626780913473E-16i
14,0.5316133063270458,0.5319813345608373
14,0.6102317830699516+7.830036293275209E-16i,0.6106542377426503+7.835456914605111E-16i
14,0.6301192916112881+1.170345061793264E-16i,0.6305555141196594+1.1711552748200863E-16i
14,0.6695632966412969,0.6700268256661381
14,0.7566900582869726-2.3327780395844517E-16i,0.7572139039137927-2.3343929882163195E-16i
14,0.832656330686458-1.3839358427808847E-16i,0.8332327666693249-1.3848939216284932E-16i
14,0.8841651533318441+1.3139886413537515E-16i,0.8847772481306158+1.3148982967614395E-16i
14,0.9601927423871234+4.1973074130885976E-16i,0.9608574699905793+4.2002131485461824E-16i
14,0.9611603013668925-2.8481682822559815E-16i,0.9618256987974919-2.850140028128374E-16i
14,1.0015036174401095,1.002196943967259
14,1.0415518068424456,1.0422728581542022
14,1.066646399810158,1.067384823747125
