% Model,yuin.mph
% Version,COMSOL 5.4.0.388
% Date,"Aug 12 2026, 11:22"
% Table,Table 1 - Global Evaluation 1 (freq*a/(c_const))
% U,lambda (THz),freq*a/(c_const) (1)
15,0.9675166780852132,0.9681864759438475
15,0.9675166789021027,0.9681864767613025
15,0.9711437823140803,0.9718160911647219
15,1.0148156142446008,1.0155181564753715
15,1.0534344493739636,1.0541637268679689
15,1.0641944039655815,1.0649311304211477
15,1.084962807872673,1.085713911995084
15,1.0849628116606458,1.085713915785679
15,1.141741887819376,1.1425322992809004
15,1.1643600384420425,1.1651661081234164
15,1.1643600613611718,1.1651661310584123
15,1.200380617949658,1.2012116241593287
15,1.2594418231143685,1.260313716545566
15,1.3143644958020007,1.3152744114083088
15,1.3359060175736057,1.336830846065119
16,0.4874688783091853,0.48780634599138445
16,0.5131342575101349,0.513489492964631
16,0.5131342584331265,0.5134894938882617
16,0.6178206990247362,0.6182484073946278
16,0.6178206994991025,0.6182484078693223
16,0.693863221155005,0.6943435726675334
16,0.7779999126816339,0.7785385108136714
16,0.8025748424906739,0.803130453492603
16,0.8474123437863932,0.8479989951445608
16,0.847412353084527,0.8479990044491315
16,0.8618574523475467,0.8624541038462816
16,0.8831245437033604,0.8837359181030767
16,0.9112494028161952,0.9118802476507215
16,0.9653863645116417,0.9660546875848774
16,0.9653863666497303,0.9660546897244462
16,0.967516678085214,0.9681864759438483
16,0.9675166789021037,0.9681864767613036
16,0.9711437823140803,0.9718160911647219
16,1.0148156142446003,1.015518156475371
16,1.0534344493739651,1.0541637268679704
16,1.064194403965586,1.064931130421152
16,1.0849628078726719,1.0857139119950827
16,1.0849628116606442,1.0857139157856774
16,1.1417418878193801,1.1425322992809044
16,1.164360038442042,1.1651661081234157
16,1.1643600613611733,1.1651661310584136
16,1.2003806179496694,1.2012116241593402
16,1.259441823114363,1.2603137165455607
16,1.3143644958020102,1.3152744114083184
16,1.3359060175735957,1.336830846065109
17,0.48746887830922087,0.48780634599142003
17,0.5131342575101524,0.5134894929646487
17,0.5131342584332459,0.513489493888381
17,0.617820699024711,0.6182484073946027
17,0.6178206994991058,0.6182484078693259
17,0.6938632211550044,0.6943435726675329
17,0.7779999126816316,0.7785385108136692
17,0.8025748424906837,0.8031304534926129
17,0.8474123437864192,0.8479989951445868
17,0.847412353084529,0.8479990044491336
17,0.8618574523475402,0.862454103846275
17,0.8831245437033525,0.883735918103069
17,0.9112494028161917,0.9118802476507182
17,0.9653863645116411,0.9660546875848769
17,0.9653863666497283,0.9660546897244442
17,0.9675166780852144,0.9681864759438488
17,0.9675166789021034,0.9681864767613033
17,0.9711437823140805,0.9718160911647221
17,1.0148156142446005,1.015518156475371
17,1.0534344493739656,1.0541637268679709
17,1.0641944039655844,1.0649311304211504
17,1.0849628078726723,1.085713911995083
17,1.084962811660643,1.085713915785676
17,1.141741887819375,1.1425322992808995
17,1.1643600384420412,1.1651661081234148
17,1.1643600613611802,1.1651661310584205
17,1.2003806179496566,1.2012116241593274
17,1.2594418231143631,1.260313716545561
17,1.314364495802002,1.3152744114083101
17,1.3359060175735924,1.336830846065106
18,0.48746887830921,0.4878063459914091
18,0.5131342575101755,0.5134894929646716
18,0.5131342584331999,0.5134894938883351
18,0.617820699024739,0.6182484073946306
18,0.6178206994991127,0.6182484078693328
18,0.6938632211550088,0.6943435726675373
18,0.7779999126816346,0.7785385108136723
18,0.8025748424906679,0.8031304534925972
18,0.8474123437864117,0.8479989951445793
18,0.8474123530845189,0.8479990044491235
18,0.8618574523475442,0.862454103846279
18,0.8831245437033572,0.8837359181030737
18,0.9112494028161939,0.9118802476507203
18,0.965386364511643,0.9660546875848787
18,0.9653863666497311,0.966054689724447
18,0.9675166780852148,0.9681864759438491
18,0.9675166789021031,0.9681864767613031
18,0.9711437823140805,0.9718160911647221
18,1.0148156142446003,1.015518156475371
18,1.053434449373964,1.0541637268679696
18,1.0641944039655789,1.064931130421145
18,1.0849628078726712,1.085713911995082
18,1.084962811660647,1.08571391578568
18,1.1417418878193772,1.1425322992809017
18,1.1643600384420418,1.1651661081234155
18,1.1643600613611729,1.1651661310584132
18,1.2003806179496768,1.2012116241593476
18,1.2594418231143545,1.260313716545552
18,1.3143644958020093,1.3152744114083175
18,1.3359060175736042,1.3368308460651177
19,0.48746887830922697,0.4878063459914261
19,0.5131342575101695,0.5134894929646657
19,0.5131342584332104,0.5134894938883456
19,0.6178206990247308,0.6182484073946225
19,0.6178206994991008,0.6182484078693208
19,0.6938632211550206,0.6943435726675492
19,0.7779999126816339,0.7785385108136714
19,0.8025748424906859,0.8031304534926151
19,0.847412343786403,0.8479989951445704
19,0.8474123530845165,0.847999004449121
19,0.8618574523475453,0.8624541038462801
19,0.8831245437033552,0.8837359181030717
19,0.9112494028161918,0.9118802476507183
19,0.965386364511643,0.9660546875848787
19,0.9653863666497293,0.9660546897244452
19,0.9675166780852147,0.9681864759438491
19,0.9675166789021029,0.9681864767613029
19,0.9711437823140804,0.9718160911647221
19,1.0148156142446003,1.015518156475371
19,1.0534344493739642,1.0541637268679696
19,1.0641944039655813,1.0649311304211475
19,1.0849628078726716,1.0857139119950825
19,1.0849628116606453,1.0857139157856786
19,1.1417418878193826,1.142532299280907
19,1.164360038442038,1.1651661081234117
19,1.1643600613611718,1.1651661310584123
19,1.2003806179496723,1.2012116241593433
19,1.2594418231143478,1.2603137165455456
19,1.314364495802001,1.3152744114083095
19,1.3359060175735822,1.3368308460650955
20,0.4874688783093532,0.4878063459915525
20,0.513134257510131,0.5134894929646271
20,0.5131342584331363,0.5134894938882716
20,0.6178206990247566,0.6182484073946483
20,0.61782069949911,0.6182484078693299
20,0.6938632211550096,0.6943435726675381
20,0.7779999126816357,0.7785385108136733
20,0.8025748424906812,0.8031304534926105
20,0.8474123437863921,0.8479989951445597
20,0.8474123530845217,0.8479990044491263
20,0.8618574523475495,0.8624541038462844
20,0.8831245437033577,0.8837359181030741
20,0.9112494028161914,0.9118802476507177
20,0.9653863645116428,0.9660546875848784
20,0.9653863666497304,0.9660546897244464
20,0.967516678085213,0.9681864759438473
20,0.9675166789021032,0.9681864767613031
20,0.9711437823140804,0.9718160911647221
20,1.0148156142446005,1.015518156475371
20,1.0534344493739642,1.0541637268679696
20,1.0641944039655824,1.0649311304211486
20,1.0849628078726712,1.085713911995082
20,1.0849628116606407,1.0857139157856737
20,1.141741887819378,1.1425322992809024
20,1.164360038442042,1.1651661081234157
20,1.16436006136117,1.1651661310584103
20,1.20038061794967,1.2012116241593411
20,1.25944182311436,1.2603137165455576
20,1.3143644958020064,1.3152744114083146
20,1.3359060175735966,1.3368308460651102
21,0.48746887830928165,0.48780634599148087
21,0.5131342575101517,0.513489492964648
21,0.5131342584331635,0.5134894938882987
21,0.617820699024717,0.6182484073946086
21,0.6178206994991037,0.6182484078693237
21,0.6938632211549972,0.6943435726675257
21,0.7779999126816255,0.778538510813663
21,0.8025748424906801,0.8031304534926094
21,0.8474123437864108,0.8479989951445784
21,0.8474123530845237,0.8479990044491282
21,0.8618574523475468,0.8624541038462817
21,0.8831245437033581,0.8837359181030746
21,0.9112494028161922,0.9118802476507185
21,0.9653863645116414,0.9660546875848771
21,0.9653863666497278,0.9660546897244436
21,0.9675166780852135,0.968186475943848
21,0.9675166789021044,0.9681864767613043
21,0.9711437823140804,0.9718160911647221
